customerID,ACCT_BAL_TWD_MY,ACCT_BAL_TWD_MD,ACCT_BAL_TWD_FD,ACCT_BAL_TWD_FY,ACCT_BAL_TWD_MF,TVL_IND,TVL_AMT,Insight_Cha_001,SHP,PET,TVL,doubleCC_ind,GOV_TEAC_IND,CHILDREN_CN,EDU_CODE,INCOME_RANGE_CODE,WORK_YEARS,GENDER_CODE,AGE,CC_IND,WORLD_CARD_IND,PERSONAL_LN_IND,PAYROLL_ACCT_IND,PERSONAL_NET_FETW_IND,PERSONAL_NET_BANK_IND,INSURE_IND,PURE_CC_IND,MF_IND,WM_CLUB_MEM_IND,contact_seg,VIP_IND,SPT,CFE,BTY,CAR,FIN,ELE,FOD,SHW,EDU,HEA,SOC,POL,LIF,Insight_Cha_002,Insight_Cha_003,Insight_Cha_004,Insight_Cha_005,Insight_Cha_006,Insight_Cha_007,Insight_Cha_008,Insight_Cha_001_1,Insight_Cha_002_2,Insight_Cha_003_3,Insight_Cha_004_1,Insight_Cha_005_1,Insight_Cha_006_1,Insight_Cha_007_1,Insight_Cha_008_1,ONLINE_SHP_IND,res
5243,-1.0,54.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,0,29.0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,0,4,4,0,1,0,0,3
5247,1.0,6.0,2.0,13.0,-1.0,0,0,1,0,0,0,0,0,3.0,4.0,1.0,0.0,0,45.0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,15,0,2,2,0,0,0,0,3
5248,-1.0,0.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,4.0,1.0,4.75,0,38.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,0,0,0,0,3,0,1,3
5261,-1.0,17.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,2.0,4.0,1.0,11.0,0,47.0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,7,0,0,0,0,1,0,0,3
5263,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,0,35.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3
5265,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,1,0,1,0.0,4.0,1.0,0.0,0,47.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,3
5272,1.0,58.0,45.0,87.0,6.0,0,0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,313,22,0,8,19,0,65,0,1,3
5278,0.0,61.0,140.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,3.0,2.0,0.0,0,37.0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,2,6,12,0,0,4,3,0,3
5290,0.0,1.0,-1.0,23.0,38.0,0,0,1,0,0,0,0,1,0.0,2.0,2.0,0.0,1,62.0,1,0,0,0,1,1,0,0,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,77,0,1,3
5295,7.0,2.0,-1.0,49.0,145.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,0.0,0,73.0,0,0,0,0,1,1,0,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,61,80,0,2,0,0,1,0,0,0
5298,40.0,62.0,-1.0,-1.0,265.0,0,0,1,0,0,0,1,0,0.0,5.0,2.0,0.0,0,62.0,1,1,1,0,1,1,1,0,1,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,3,3,0,5,2,0,1,0,1,0
5299,-1.0,9.0,-1.0,-1.0,-1.0,0,0,1,0,0,1,0,1,0.0,6.0,1.0,0.0,0,61.0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,3,2,0,0,0,0,1,3
5300,3.0,19.0,200.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,6.0,2.0,0.0,0,60.0,1,1,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,4,0,14,2,2,0,1,3
5301,8.0,1.0,-1.0,124.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,0.0,0,70.0,1,0,0,0,1,1,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,3
5303,0.0,89.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,60.0,0,0,0,0,1,1,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,21,9,0,9,0,0,1,0,0,3
5304,59.0,21.0,-1.0,224.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,2.0,0.0,0,65.0,1,0,0,0,1,1,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,92,26,1,0,0,0,1,0,1,0
5305,0.0,3.0,-1.0,-1.0,400.0,0,0,1,0,0,0,0,1,0.0,5.0,2.0,0.0,1,64.0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,16,0,3,4,1,0,0,0,0,5
5306,68.0,125.0,-1.0,-1.0,184.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,1,81.0,1,0,0,0,1,1,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,54,0,0,8,0,0,0,0,0
5315,0.0,1.0,144.0,9.0,-1.0,0,0,1,1,0,1,0,0,0.0,2.0,1.0,0.0,0,64.0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,51,5,3,3,0,0,0,0,0,3
5317,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,0,62.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,3
5318,67.0,22.0,-1.0,-1.0,200.0,1,0,1,1,0,0,1,0,0.0,6.0,3.0,0.0,0,59.0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,105,83,3,8,1,0,1,0,1,0
5319,4.0,13.0,-1.0,9.0,305.0,0,0,1,0,0,0,0,0,0.0,4.0,2.0,0.0,0,62.0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,410,91,0,4,0,0,1,0,0,0
5322,46.0,21.0,250.0,660.0,114.0,0,0,1,0,0,1,0,0,0.0,4.0,4.0,0.0,0,60.0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,11,0,6,0,0,1,0,0,5
5323,0.0,3.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,0,61.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3
5324,18.0,98.0,14.0,43.0,47.0,0,0,1,1,0,0,0,0,0.0,2.0,2.0,13.0,0,60.0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,35,43,4,0,1,0,0,0,0,0
5326,87.0,53.0,-1.0,313.0,285.0,0,0,1,1,0,1,0,0,0.0,5.0,4.0,0.0,0,67.0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,25,0,1,27,0,0,0,0,0,5
5328,69.0,241.0,-1.0,20.0,-1.0,1,49,1,0,0,0,0,0,0.0,4.0,3.0,0.0,0,61.0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,162,3,1,2,1,0,1,0,1,0
5330,7.0,8.0,-1.0,7.0,-1.0,0,0,1,1,0,0,1,1,0.0,4.0,1.0,0.0,0,61.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,4,1,11,0,3,0,1,0,0,3
5332,0.0,170.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,63.0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,8,0,0,0
5342,0.0,0.0,-1.0,-1.0,800.0,0,0,1,0,0,0,0,0,0.0,2.0,3.0,0.0,1,67.0,1,1,0,0,1,1,0,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,4,3,0,2,0,2,1,0,0,8
5355,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,4.0,1.0,0.0,1,65.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,10,0,0,0,0,3,0,3
5361,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,0.0,1,65.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3
5362,0.0,166.0,-1.0,-1.0,151.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,-1.0,1,64.0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,14,0,0,0,0,1,0,0,0
5363,27.0,22.0,299.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,-1.0,1,66.0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,11,0,1,0,0,0,0,0,3
5366,24.0,42.0,-1.0,-1.0,673.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,0,67.0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,9,3,4,0,0,0,1,0,1,5
5367,1.0,0.0,-1.0,62.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,0.0,0,67.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
5369,0.0,12.0,79.0,535.0,47.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,-1.0,0,64.0,0,0,0,0,1,1,1,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,109,203,0,1,0,0,0,0,0,0
5370,0.0,3.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,0.0,0,67.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,7,0,0,7,0,0,0,0,3
5372,3.0,22.0,-1.0,279.0,-1.0,0,0,1,0,0,0,1,0,0.0,3.0,2.0,0.5,1,42.0,1,1,0,0,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,13,8,3,4,7,0,5,0,0,0
5375,-1.0,-1.0,-1.0,-1.0,-1.0,1,108,1,1,0,0,0,0,0.0,2.0,4.0,4.91,1,41.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,35,31,6,0,1,0,0,0,1,3
5379,0.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,41.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,5,0,3,0,0,3,0,0,3
5388,22.0,20.0,-1.0,111.0,36.0,0,0,1,0,0,0,0,0,0.0,1.0,2.0,0.25,1,63.0,1,0,0,0,1,1,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,6,3,1,0,0,0,0,0,3
5389,50.0,2.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,1.0,3.0,0.0,1,65.0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,11,0,0,0,0,0,1,3
5401,25.0,27.0,-1.0,-1.0,22.0,0,0,0,0,0,0,0,1,0.0,2.0,1.0,0.0,1,73.0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,3
5407,1.0,1.0,156.0,42.0,-1.0,0,0,1,1,0,0,0,0,0.0,5.0,2.0,0.0,0,69.0,1,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,8,6,1,0,0,0,0,3,1,3
5410,2.0,3.0,10.0,40.0,48.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,0,67.0,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13,15,0,9,0,0,5,0,0,3
5412,17.0,27.0,-1.0,22.0,-1.0,0,0,1,1,0,1,0,0,0.0,3.0,3.0,0.0,0,63.0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,232,18,16,21,0,0,13,0,0,3
5413,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,1.0,3.0,1.0,0.0,0,67.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,11,0,4,0,0,0,1,3
5414,160.0,178.0,-1.0,-1.0,-1.0,0,0,1,1,1,0,0,1,0.0,2.0,2.0,0.0,0,64.0,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,126,11,0,5,7,0,0,0,0,0
5417,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,4.0,1.0,0.0,0,63.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
5422,6.0,13.0,-1.0,427.0,77.0,0,0,1,0,0,1,0,0,0.0,4.0,2.0,0.0,0,63.0,1,1,0,0,1,1,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,13,16,11,2,1,0,1,0,1,0
5423,83.0,16.0,-1.0,143.0,-1.0,1,8,1,1,0,0,1,0,0.0,4.0,4.0,0.0,0,62.0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,85,41,0,8,0,0,1,0,1,3
5425,7.0,19.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,0,62.0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,7,10,0,13,21,0,0,3,0,3
5427,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,0,63.0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,3
5434,0.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,0.0,1,65.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,5,0,2,0,0,0,0,0,3
5436,0.0,59.0,30.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,5.0,2.0,30.0,1,59.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,42,0,0,3,0,0,0,3,0,3
5437,0.0,5.0,-1.0,5.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,2.0,1.0,1,63.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,25,4,3,0,0,0,0,1,3
5438,10.0,0.0,55.0,1210.0,-1.0,0,0,1,0,0,0,0,0,0.0,2.0,4.0,0.0,1,78.0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5
5444,1.0,39.0,-1.0,5.0,52.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,0,59.0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,38,51,3,1,13,0,0,0,1,3
5447,19.0,21.0,-1.0,56.0,74.0,1,12,1,1,0,0,0,1,0.0,5.0,2.0,0.0,0,61.0,1,1,0,0,1,1,1,0,1,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,5,10,2,0,0,0,18,0,1,0
5456,-1.0,29.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,1,0.0,4.0,1.0,25.0,0,63.0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,11,0,1,23,3,0,43,0,1,3
5459,0.0,53.0,83.0,-1.0,-1.0,1,2,1,0,0,0,0,0,0.0,5.0,1.0,0.0,1,65.0,1,0,0,0,1,1,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,13,1,15,4,0,0,0,0,3
5460,26.0,49.0,40.0,46.0,-1.0,0,0,1,1,0,0,1,0,0.0,5.0,1.0,30.0,1,70.0,1,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,11,26,1,21,0,0,0,0,0,3
5461,8.0,90.0,-1.0,-1.0,227.0,0,0,1,0,0,0,0,0,0.0,5.0,3.0,0.0,1,69.0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,58,56,0,2,0,0,1,0,0,0
5464,9.0,11.0,-1.0,16.0,-1.0,0,0,1,0,0,1,0,0,0.0,5.0,1.0,0.0,0,69.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,12,0,0,0,0,1,0,0,3
5465,3.0,30.0,-1.0,-1.0,377.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,87.0,0,0,0,0,0,1,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,48,11,0,2,0,0,1,0,0,5
5466,1.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,65.0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5467,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,6.0,1.0,0.0,0,67.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
5468,8.0,6.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,27.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,50,47,0,0,1,0,1,0,0,3
5469,1.0,5.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,0,26.0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,4,0,2,2,0,69,0,0,3
5471,0.0,36.0,270.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,1,73.0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3
5475,22.0,234.0,-1.0,47.0,-1.0,0,0,1,1,0,0,0,1,0.0,3.0,3.0,0.0,1,64.0,1,1,0,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,11,30,0,0,2,1,3,0,1,0
5476,12.0,39.0,189.0,240.0,25.0,0,0,1,1,0,0,0,0,0.0,4.0,2.0,1.0,1,71.0,1,1,0,0,1,1,1,0,1,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,64,28,0,2,6,0,1,0,1,0
5482,0.0,70.0,702.0,4.0,132.0,0,0,1,0,0,0,0,0,0.0,5.0,3.0,0.0,0,65.0,1,1,0,0,1,1,1,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,49,72,0,0,7,0,0,0,0,0
5488,1.0,0.0,219.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,4.0,2.0,0.0,1,70.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,3
5494,17.0,70.0,100.0,194.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,0,66.0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,3,0,11,0,0,0,0,0,0
5495,-1.0,3.0,-1.0,-1.0,8.0,0,0,1,0,0,0,0,0,3.0,5.0,1.0,-1.0,0,69.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,3
5500,0.0,2.0,17.0,35.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,40.0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,17,14,0,1,1,0,13,0,0,3
5504,21.0,60.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,2.0,1.0,0.0,0,66.0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,3
5506,0.0,5.0,334.0,3.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,1,65.0,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,3
5507,-1.0,2.0,66.0,-1.0,8.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,2.0,1,66.0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,3
5509,36.0,9.0,-1.0,77.0,34.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,1,65.0,1,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,3
5511,7.0,2.0,-1.0,100.0,-1.0,0,0,0,0,0,0,0,0,0.0,4.0,2.0,0.0,1,82.0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,6,0,0,0,0,1,3
5514,0.0,1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,0.0,0,66.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,3
5515,55.0,41.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,1.0,6.0,1.0,-1.0,0,77.0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,29,9,0,2,0,0,0,0,0,3
5517,-1.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,23.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,2,0,0,0,5,0,0,0,3
5523,-1.0,0.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,3.0,1.0,0.0,1,25.0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,14,0,0,22,0,1,3
5525,166.0,402.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0.0,4.0,2.0,0.0,1,23.0,1,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5
5531,0.0,1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,17,4,0,1,26,0,41,0,1,3
5532,33.0,84.0,-1.0,-1.0,77.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,-1.0,1,21.0,0,0,0,0,1,1,1,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,14,0,1,0,0,0,0,0,0
