customerID,ACCT_BAL_TWD_MY,ACCT_BAL_TWD_MD,ACCT_BAL_TWD_FD,ACCT_BAL_TWD_FY,ACCT_BAL_TWD_MF,TVL_IND,TVL_AMT,Insight_Cha_001,SHP,PET,TVL,doubleCC_ind,GOV_TEAC_IND,CHILDREN_CN,EDU_CODE,INCOME_RANGE_CODE,WORK_YEARS,GENDER_CODE,AGE,CC_IND,WORLD_CARD_IND,PERSONAL_LN_IND,PAYROLL_ACCT_IND,PERSONAL_NET_FETW_IND,PERSONAL_NET_BANK_IND,INSURE_IND,PURE_CC_IND,MF_IND,WM_CLUB_MEM_IND,contact_seg,VIP_IND,SPT,CFE,BTY,CAR,FIN,ELE,FOD,SHW,EDU,HEA,SOC,POL,LIF,Insight_Cha_002,Insight_Cha_003,Insight_Cha_004,Insight_Cha_005,Insight_Cha_006,Insight_Cha_007,Insight_Cha_008,Insight_Cha_001_1,Insight_Cha_002_2,Insight_Cha_003_3,Insight_Cha_004_1,Insight_Cha_005_1,Insight_Cha_006_1,Insight_Cha_007_1,Insight_Cha_008_1,ONLINE_SHP_IND,res
8269,35.0,10.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,2.0,0.0,1,59.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,39,36,0,0,0,8,1,0,0,3
8274,6.0,24.0,100.0,35.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,1,66.0,1,1,0,0,1,1,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,81,12,0,0,0,0,1,0,0,3
8275,4.0,11.0,12.0,87.0,537.0,0,0,1,1,0,0,0,0,0.0,3.0,2.0,15.5,1,60.0,1,1,0,0,1,1,1,0,1,1,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,209,57,15,2,6,0,1,0,0,5
8281,-1.0,93.0,-1.0,-1.0,-1.0,1,73,1,1,0,1,0,0,0.0,1.0,2.0,0.0,1,85.0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,181,189,3,14,0,0,0,0,0,3
8283,1.0,19.0,70.0,36.0,39.0,0,0,1,1,0,0,0,0,0.0,4.0,1.0,6.0,1,59.0,1,0,0,0,1,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,5,0,0,5,0,0,0,0,3
8284,0.0,2.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,1,60.0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60,4,0,0,4,0,0,0,0,3
8294,77.0,95.0,511.0,91.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,20.0,1,67.0,0,0,0,0,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,113,12,0,5,10,0,1,0,0,0
8296,2.0,6.0,-1.0,-1.0,200.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,1,76.0,1,1,0,0,1,1,1,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,8,0,6,0,0,1,0,0,0
8299,2.0,12.0,220.0,76.0,-1.0,1,9,1,0,0,1,0,0,0.0,4.0,2.0,0.0,1,70.0,1,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,3
8303,42.0,33.0,100.0,13.0,-1.0,0,0,1,0,0,0,0,0,2.0,6.0,1.0,-1.0,1,68.0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,18,0,1,0,0,7,0,0,3
8307,0.0,0.0,-1.0,57.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,68.0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,101,7,0,1,0,0,2,0,0,3
8315,5.0,1.0,200.0,554.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,1,64.0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,3,0,0,0,0,0,0
8316,15.0,0.0,-1.0,121.0,-1.0,1,88,1,0,0,0,1,0,0.0,2.0,4.0,0.0,1,61.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,39,45,2,0,3,0,0,0,0,3
8317,3.0,77.0,100.0,106.0,101.0,0,0,1,0,0,0,0,0,0.0,1.0,2.0,0.0,1,66.0,1,1,0,1,1,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0
8319,0.0,3.0,-1.0,-1.0,130.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,1,70.0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,6,30,2,1,0,0,1,0,0,0
8322,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,0.0,1,63.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
8330,0.0,0.0,-1.0,173.0,-1.0,0,0,1,0,0,0,0,0,1.0,6.0,1.0,-1.0,0,64.0,0,0,0,0,1,1,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,8,0,6,0,0,0,0,0,3
8332,99.0,13.0,200.0,126.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,0,65.0,1,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,94,27,0,0,1,0,0,1,1,3
8334,-1.0,96.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0.0,4.0,2.0,21.5,0,60.0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3
8337,15.0,14.0,-1.0,-1.0,781.0,0,0,1,1,0,0,0,0,0.0,3.0,3.0,0.0,0,63.0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,8,0,2,0,0,0,0,0,8
8338,1.0,5.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,63.0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,15,0,0,0,3,0,0,0,3
8339,-1.0,42.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,0.0,1,64.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,3
8341,2.0,0.0,300.0,94.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,-1.0,1,64.0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,10,0,2,0,0,2,0,0,3
8343,54.0,2.0,-1.0,20.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,66.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,6,0,1,0,0,0,0,0,3
8345,-1.0,0.0,35.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,0.0,0,61.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,3
8348,1.0,14.0,30.0,6.0,5.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,0,69.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,83,27,0,0,3,0,12,0,0,3
8352,0.0,1.0,-1.0,-1.0,-1.0,0,0,1,0,0,1,1,0,0.0,3.0,1.0,10.16,0,54.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,0,0,2,0,0,0,1,3
8355,31.0,49.0,-1.0,24.0,133.0,0,0,1,0,0,0,0,1,0.0,4.0,2.0,0.0,0,61.0,1,1,0,0,1,1,1,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,35,0,0,0,0,1,0,0,0
8357,0.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,0.0,0,59.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3
8364,0.0,209.0,-1.0,77.0,-1.0,0,0,1,1,0,0,0,0,0.0,3.0,2.0,12.0,0,61.0,1,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,3,0,4,1,0,0,0
8365,0.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,29.0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11,13,0,2,0,0,2,0,0,3
8370,0.0,13.0,-1.0,15.0,40.0,0,0,1,1,0,0,0,1,0.0,3.0,1.0,0.0,1,66.0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,134,69,1,0,22,0,1,0,1,3
8372,6.0,108.0,50.0,-1.0,50.0,0,0,1,0,0,0,0,0,0.0,6.0,2.0,0.0,1,66.0,1,1,0,0,1,1,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,60,35,1,2,0,0,3,0,1,0
8378,0.0,4.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,0.0,0,68.0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,0,0,0,0,0,3,1,3
8379,-1.0,18.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0.0,-1.0,1.0,-1.0,0,87.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,3
8388,0.0,15.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,3.0,30.0,1,62.0,1,1,0,1,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7,0,0,2,0,0,0,1,3
8390,4.0,101.0,-1.0,136.0,-1.0,0,0,1,1,0,0,0,0,0.0,6.0,1.0,0.0,0,66.0,1,0,0,0,1,1,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,24,1,0,5,0,0,2,0,0,0
8391,169.0,0.0,-1.0,-1.0,1166.0,1,6,1,1,0,0,0,0,0.0,5.0,3.0,10.0,0,67.0,1,1,0,0,1,1,1,0,1,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,16,62,4,21,1,0,0,0,1,8
8394,3.0,12.0,71.0,5.0,-1.0,0,0,1,0,0,0,0,1,0.0,5.0,1.0,0.0,1,62.0,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,23,15,0,3,0,0,0,1,0,3
8395,1.0,2.0,-1.0,49.0,-1.0,0,0,1,1,0,0,0,1,0.0,2.0,2.0,0.0,1,63.0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18,12,0,0,0,1,1,0,0,3
8396,0.0,2.0,24.0,296.0,-1.0,0,0,1,0,0,0,0,0,2.0,6.0,1.0,-1.0,1,62.0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,7,0,0,22,0,0,0,0,0
8401,15.0,3.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,4.0,1.0,0.0,0,67.0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,11,0,0,7,0,0,0,1,3
8408,-1.0,7.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,67.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,1,2,0,0,0,0,3
8409,10.0,53.0,-1.0,-1.0,-1.0,1,2,1,1,0,1,0,0,0.0,2.0,3.0,0.0,0,65.0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,5,24,1,6,0,0,3,0,1,3
8415,0.0,139.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,1.0,2.0,0.0,1,64.0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,58,43,0,53,0,0,0,0,0,3
8416,-1.0,7.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,1,79.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3
8417,27.0,42.0,90.0,45.0,-1.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,1,59.0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,29,4,0,2,7,0,0,0,0,3
8425,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,1.0,2.0,0.0,1,74.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,16,2,0,0,0,0,0,1,3
8428,-1.0,2.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,6.0,1.0,15.0,0,60.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,4,0,9,0,0,0,0,3
8431,0.0,0.0,-1.0,-1.0,-1.0,0,0,1,0,0,1,0,0,0.0,5.0,1.0,0.0,0,61.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3
8432,12.0,4.0,-1.0,-1.0,-1.0,1,9,1,1,0,1,0,0,0.0,5.0,2.0,0.0,0,62.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,9,45,1,0,0,0,0,0,1,3
8435,0.0,57.0,-1.0,143.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,0,61.0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,46,3,3,0,0,0,0,0,0
8438,8.0,5.0,104.0,129.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,2.0,0.0,0,61.0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,20,20,0,0,7,0,32,0,0,3
8439,2.0,6.0,-1.0,40.0,372.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,30.0,1,74.0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,33,0,5,3,0,0,0,0,5
8450,0.0,14.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,0.0,1,64.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,3
8457,-1.0,81.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,2.0,10.5,0,66.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,9,12,0,7,0,0,1,0,1,3
8465,0.0,54.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,0,0.0,3.0,2.0,36.0,1,66.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8,2,0,17,0,0,1,0,1,3
8471,102.0,547.0,-1.0,1022.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,2.0,0.0,1,66.0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,9,6,0,11,13,0,39,0,0,8
8482,2.0,11.0,240.0,101.0,46.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,76.0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,121,18,0,11,0,0,0,0,0,0
8483,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0,1,0.0,3.0,1.0,0.0,0,67.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,5,2,0,0,0,1,0,1,3
8487,3.0,1.0,-1.0,6.0,6.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,50.0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,47,22,0,5,16,0,0,0,0,3
8489,0.0,0.0,-1.0,-1.0,51.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,4.0,1,65.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,205,24,1,4,14,0,0,0,0,3
8490,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,1.0,0.0,1,65.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,0,0,0,0,2,0,3
8496,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0.0,4.0,1.0,0.0,0,59.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8500,2.0,14.0,-1.0,35.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,0.0,0,60.0,1,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,11,11,3,0,0,0,0,0,3
8502,0.0,11.0,-1.0,36.0,85.0,0,0,1,0,0,0,0,0,0.0,5.0,2.0,0.0,0,61.0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,19,0,2,0,0,0,0,0,3
8503,-1.0,0.0,-1.0,-1.0,-1.0,1,18,1,1,0,1,0,0,0.0,4.0,1.0,0.0,0,61.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,6,1,9,0,0,0,22,2,1,3
8510,45.0,68.0,-1.0,109.0,410.0,0,0,1,0,0,0,0,1,0.0,3.0,3.0,0.0,0,60.0,1,1,0,1,1,1,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,53,83,6,2,11,0,1,0,1,5
8513,-1.0,24.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,0.0,1,66.0,1,0,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12,0,0,0,0,1,0,1,3
8515,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,0.0,1,68.0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,1,0,0,0,0,0,1,3
8517,48.0,988.0,1000.0,295.0,-1.0,0,0,1,0,0,1,0,0,0.0,4.0,4.0,28.0,1,67.0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,6,4,3,20,0,0,1,0,1,8
8520,3.0,37.0,50.0,80.0,287.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,-1.0,1,78.0,0,0,0,0,1,1,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,47,54,0,0,0,0,1,0,0,5
8522,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,1.0,25.0,0,66.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,3,1,3
8523,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,1.0,0.0,0,66.0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
8525,287.0,148.0,-1.0,-1.0,-1.0,0,0,1,0,0,1,0,0,0.0,4.0,2.0,20.0,1,67.0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,53,55,4,5,0,0,3,0,1,0
8526,2.0,15.0,-1.0,-1.0,106.0,0,0,1,0,0,0,0,1,0.0,2.0,1.0,0.0,1,68.0,1,1,0,0,1,1,0,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,46,46,1,1,0,0,6,1,1,0
8529,127.0,1.0,-1.0,120.0,-1.0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,1.0,1,69.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13,34,0,2,0,0,1,0,0,3
8530,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,3.0,2.0,0.0,1,65.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3
8531,-1.0,31.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,5.0,2.0,0.0,1,66.0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,20,10,4,4,3,11,0,0,0,3
8533,10.0,4.0,5.0,27.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,1.0,8.0,0,61.0,1,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,8,0,0,3,0,0,0,0,3
8551,0.0,5.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,1,0.0,3.0,2.0,0.0,0,59.0,1,1,0,1,1,1,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,78,6,7,0,6,0,0,3,0,3
8555,0.0,15.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,5.0,2.0,0.0,0,60.0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,89,93,4,0,0,0,1,0,0,3
8556,0.0,0.0,463.0,459.0,-1.0,0,0,1,0,0,0,0,0,2.0,6.0,1.0,-1.0,0,60.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,44,27,0,1,0,0,1,0,0,0
8558,7.0,98.0,1090.0,9.0,-1.0,0,0,1,1,0,0,0,0,0.0,4.0,4.0,6.0,0,64.0,1,1,0,0,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,13,0,0,0,0,0,0,1,0
8561,28.0,33.0,-1.0,-1.0,104.0,0,0,1,0,0,0,0,0,0.0,1.0,2.0,0.0,1,67.0,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74,109,0,0,0,0,1,0,1,0
8563,58.0,13.0,-1.0,132.0,71.0,0,0,1,1,0,0,0,0,0.0,6.0,2.0,0.0,0,66.0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,5,0,2,0,0,24,0,1,0
8564,1.0,1.0,-1.0,-1.0,87.0,0,0,1,0,0,0,0,0,0.0,6.0,1.0,-1.0,0,80.0,0,0,0,0,1,1,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,132,23,0,0,0,0,1,0,0,3
8565,-1.0,2.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,-1.0,1.0,-1.0,0,84.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,3
8566,1.0,771.0,-1.0,201.0,3.0,0,0,1,1,0,0,0,0,0.0,6.0,1.0,0.0,0,71.0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5
8570,1.0,56.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,0.0,4.0,2.0,5.41,1,37.0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,9,0,0,0,0,0,0,1,3
